title1,title2,label,average_shares_title1,average_shares_title2,average_shares
Media and entertainment executives show record confidence in ...,Lookout signs partnership with Microsoft,0,0.0,0.21265161093261264,0.10632580546630632
Jan Frantz: Trade zone continues to drive local economy,Obama's Tech Reforms Are Now Permanent,1,0.21265161093261264,0.0,0.10632580546630632
New GSMA Study: European Economy Boosted by 4G Investments,Qatar and Palestine among five Olympic teams to make their ...,1,0.21265161093261264,0.0,0.10632580546630632
PEX Report: Index Slightly Up after Slight Decline,Lloyds automotive report: Car makers fear exports will stall as global ...,0,0.0,0.21265161093261264,0.10632580546630632
Microsoft Closes Lionhead Studios And Cans Fable Legends,Bill Gates on Being Fanatical,1,0.21265161093261264,0.0,0.10632580546630632
Microsoft Planning Global Rollout of Office 365 Management Portal,Microsoft Lumia 650 vs. Samsung Galaxy J5 (2016) - Which One ...,1,0.21265161093261264,0.0,0.10632580546630632
"How the FAA tech center drives aviation research, local economy","US economy grows, but still weak",1,0.21267311171753897,0.0,0.10633655585876949
Market economy status must reflect realities,Microsoft sues US government over data requests,0,0.0,0.21267311171753897,0.10633655585876949
Eurasian Economic Union can start talks on free trade zone with ...,"Microsoft Lumia 850 rumoured to be in release pipeline, to feature ...",1,0.21279593790238352,0.0,0.10639796895119176
How to Travel to Havana Like President Obama,Microsoft says game over for Xbox 360,1,0.21279593790238352,0.0,0.10639796895119176
Lumia 950 Review: Microsoft's Best Ideas Still Don't Fit In Your Hand,Sushma Swaraj Inaugurates Digital Learning Centre In Palestine,1,0.21279593790238352,0.0,0.10639796895119176
"Obama, Sanders talk foreign policy, economy _ and politics",Microsoft Co. (MSFT) Shares Bought by Hutchens Investment ...,1,0.21279593790238352,0.0,0.10639796895119176
Northern Ireland companies 'anxious over post-EU economy',Abbas Mocked For Giving Saudi King Copy Of 1930s Zionist Daily ...,0,0.0,0.21279593790238352,0.10639796895119176
"Livingstone's comments were not anti-Semitic, says actress Maxine Peake",Poll: Brownback and Legislature less popular than Obama; Kansas ...,0,0.0,0.21327876907439827,0.10663938453719914
Democrats filibuster to defend Obama'...,Israel stops Indonesian minister's West Bank visit: Palestine,1,0.21327876907439827,0.0,0.10663938453719914
Can Microsoft's Lumia 950 survive a hammer blow,Palestine's 7-on-7 state football pairings set,1,0.21327876907439827,0.0,0.10663938453719914
Is there justice in Palestine?,2016 Candidates React to Obama's Gun Control Measures,0,0.0,0.21327876907439827,0.10663938453719914
How Did Microsoft’s Operating Segments Perform in 2Q16?,Oops! Senator's article tells of phantom meeting with Obama nominee,0,0.0,0.21338009447431658,0.10669004723715829
Microsoft Insider: New Xbox Hardware Announcement at E3,"German Economy Hurt by Weak Investment, Exports",1,0.21350292065916113,0.0,0.10675146032958056
Obama 'deeply disturbed' by Chicago police shooting,Black Democrats Question Sanders' Commitment to Obama,0,0.0,0.21350292065916113,0.10675146032958056
"Hip-Hop, Hummus, and Political Activism Come Together in ...",Economic growth revised down for 2015 second and third quarters,1,0.21350292065916113,0.0,0.10675146032958056
"Santa tracked by Google, Microsoft","Obama honoring Streisand, Spielberg, Sondheim and more",0,0.0,0.21350292065916113,0.10675146032958056
Home News National Palestine supports 34-countries Saudi ...,CPAs gloomy about state's economy in 2016,0,0.0,0.2135827452741531,0.10679137263707655
Japan Oct-Dec GDP contracts 0.4% on quarter: govt,Singapore economy: Prospects worsen as global uncertainties mount,0,0.0,0.2135827452741531,0.10679137263707655
"Pitts: If Obama wasn't 'black' before, he certainly is now","Brexit Could Tip the Economy Into Recession, UK Treasury Says",0,0.0,0.21360424605907943,0.10680212302953972
"Obama says defeating Islamic State is his 'top priority,' indirectly ...",Microsoft hosts NGOs to event,1,0.2137055714589977,0.0,0.10685278572949886
Edited Transcript of MSFT earnings conference call or presentation 28-Jan-16 10:30pm GMT,Apple vs. Microsoft vs. IBM Over The Last 20 Years [INFOGRAPHIC],0,0.0,0.2137055714589977,0.10685278572949886
The Latest: Yen's rise a concern for Japanese economy,Researcher Answers Questions on How the Economy Affects Traffic ...,0,0.0,0.2137055714589977,0.10685278572949886
What Does the Economy Need to Recover?,Obama scraps Atlantic offshore drilling plans in major reversal,1,0.2138283976438423,0.0,0.10691419882192114
"Economy is gaining momentum, says NAB",Microsoft Selfie app comes to iOS -- Did it make me sexy? You be the judge!,0,0.0,0.2138283976438423,0.10691419882192114
"Despite tail-winds, eurozone economy loses momentum",Microsoft Interested to Provide Cloud Technology to HERE,0,0.0,0.2138283976438423,0.10691419882192114
Microsoft Corporation Next Big Thing To Be Launched Today,Maya Rudolph's Sweet Note Exchange With President Obama ...,1,0.2138283976438423,0.0,0.10691419882192114
Indonesia highlights Palestine issues during ASEAN-US Summit,Microsoft reveals magic mirror that knows how you're feeling,0,0.0,0.21420990341593873,0.10710495170796937
"Tangos, waltzes and hand jives: Obama's legacy as the dancing ...",'Knowledge-driven economy significant to propel development',1,0.21420990341593873,0.0,0.10710495170796937
NUCLEAR WARNING: Obama vows to tackle North Korea threat ...,East Palestine staff to get AED training,1,0.21420990341593873,0.0,0.10710495170796937
The elite balk at Obama's overtime rules,Mexican economy slows in fourth quarter as industry sinks,1,0.21420990341593873,0.0,0.10710495170796937
Obama Needs to Stop Playing Small Ball with Cuba,The Five Faces Of The On-Demand Economy,1,0.2145353804006199,0.0,0.10726769020030995
Fed survey finds weaker exports hurting manufacturers,"NCAA Tournament expected to bring flood of visitors, boost to local ...",0,0.0,0.21463670580053817,0.10731835290026909
French Voters Want Action on the Economy,Obama: GOP jeopardizing judicial integrity with Garland,1,0.21463670580053817,0.0,0.10731835290026909
Turkish economy minister expects central bank to continue rate cuts,Microsoft releases Windows 10 Mobile build 14291 for older Insider ...,0,0.0,0.21475953198538278,0.10737976599269139
Palestine Today 03 09 2016,Microsoft makes it easier for developers to connect Windows 10 ...,0,0.0,0.21475953198538278,0.10737976599269139
Microsoft Follows Amazon to Expand Its Footprint in the UK,Microsoft enables multi-disc support in Xbox One Backward ...,0,0.0,0.21475953198538278,0.10737976599269139
Obama returns from Hawaii saying he's 'fired up' for 2016,Review of the Microsoft Band 2 Charging Stand by LoyalStar,0,0.0,0.21475953198538278,0.10737976599269139
Microsoft's Project Oxford can detect human emotions,As the US economy grows only the unexpected can halt an interest ...,0,0.0,0.21475953198538278,0.10737976599269139
Other views: China's economy vs. its leaders,"Kerry to Focus on N. Korea, Syria, Global Economy in Upcoming Trip",0,0.0,0.21475953198538278,0.10737976599269139
Argentine economy contracted 3.5 pct in Q4 -Cabinet chief,GamerBand puts your Xbox Avatar on your Microsoft Band,0,0.0,0.21475953198538278,0.10737976599269139
"Iraq: I'm chidin' Biden (and Obama, too)",February Patch Tuesday Delivers Windows 10 Cumulative Updates ...,0,0.0,0.21475953198538278,0.10737976599269139
"India's economic growth seen picking up, RBI may hold rates steady",President Obama Accidentally Reveals Daughter Sasha Has a ...,0,0.0,0.21475953198538278,0.10737976599269139
Obama to raise concerns on opposition in Malaysia - White House,'Show of strength' from Swedish economy,0,0.0,0.21544501395723406,0.10772250697861703
Obama deserves blame for Trump's rise,China looks to rice cookers to pep up economy,1,0.2154665147421604,0.0,0.1077332573710802
Saudi Arabia is killing the Russian economy in its fight to control oil ...,Obama hosts final Cinco de Mayo reception at White House,1,0.2154665147421604,0.0,0.1077332573710802
Obama's national monuments are about more than conservation,"Economy, Ethics and Nuclear Policies Must Be Priorities in 2016",1,0.2154665147421604,0.0,0.1077332573710802
Group to Revive Eastern Region Economy,Microsoft's next Dynamics ERP suite is live on Azure,0,0.0,0.21554633935715237,0.10777316967857618
Assessing the State of Europe's Economy,Barclays Africa scaling back not linked to economic woes: CEO,1,0.21554633935715237,0.0,0.10777316967857618
"Private investment, SMEs and agriculture: working towards a diverse ...",Obama Administration Increases Transparency of Targeted Killing ...,1,0.21554633935715237,0.0,0.10777316967857618
Microsoft wants you to watch the NFL Super Bowl on the HoloLens,Obama's Hiroshima trip parachutes him into history disputes,1,0.21554633935715237,0.0,0.10777316967857618
Saudi King Salman blames Assad for ISIS rise in Syria  'Security ...,Did Microsoft Fixed its Biggest Mistake?,0,0.0,0.21554633935715237,0.10777316967857618
"China's Vice Premier To Visit Egypt, Israel, Palestine",Microsoft released a popular video game on the Xbox One  and ...,0,0.0,0.21554633935715237,0.10777316967857618
Veritas Joins Microsoft Enterprise Cloud Alliance,Stocks edge higher on Fed economy update,0,0.0,0.21556784014207864,0.10778392007103932
Harvard Student Groups Lose Law Firm's Funding over Palestine ...,Germany's Schaeuble says Brexit would be economic 'poison',0,0.0,0.21556784014207864,0.10778392007103932
The Latest: Cruz attacks Trump's reference to 'Palestine',Global stocks having another lackluster day on economy fears,1,0.21569066632692324,0.0,0.10784533316346162
Ironic reconstruction of the N-word for President Obama is not just ...,Brexit's impact on world economy,1,0.21569066632692324,0.0,0.10784533316346162
Obama library architectural selection process nearing end,"Obama to encourage engagement, problem solving at South by Southwest",1,0.21569066632692324,0.0,0.10784533316346162
"Sorry Obama, your arrogance won't make me change my mind ...",Russian recession is over: economy minister,1,0.216173497498938,0.0,0.108086748749469
"Cop21 - Africa Requires Curricula Review, Green Economy to ...",Maine Gov. LePage: Obama should nominate SCOTUS successor,0,0.0,0.21639764908370085,0.10819882454185042
China's 2016 defense budget to slow in line with economy,"Malaysia's economy can weather global challenges, says Najib",0,0.0,0.21639764908370085,0.10819882454185042
"Microsoft releases 2016 Security Intelligence Report, and things don’t look great",American Reporter Sentenced to Iranian Prison As Obama ...,0,0.0,0.21639764908370085,0.10819882454185042
Notes on the global economy: drowning in oil and credit,"Spanish election: It's the economy, stupid",1,0.21639764908370085,0.0,0.10819882454185042
Palestine Today 03 17 2016,"GST rate to be moderate, bill likely in monsoon session: Arun Jaitley",0,0.0,0.21639764908370085,0.10819882454185042
What are negative interest rates and how do they work?,"As economy crumbles, Sudan ditches Iran for Saudi patronage",0,0.0,0.21647747369869283,0.10823873684934641
So You Think the Economy is Going Well?,What Really Weighed down Microsoft’s Fiscal 3Q16,1,0.21660029988353743,0.0,0.10830014994176872
"COP21: Microsoft, HSBC and others declare private sector ...",Some in BOJ said no need to ease as economy stable - Jan meeting ...,1,0.21660029988353743,0.0,0.10830014994176872
Updated quick takes: Singapore's growth prospects in 2016 remain challenging,SAP and Microsoft usher in new era of partnership to accelerate ...,0,0.0,0.21660029988353743,0.10830014994176872
German economy grew at strongest rate in four years in 2015,Microsoft promotes Gutierrez to replace Brad Smith as GC,0,0.0,0.21672312606838198,0.10836156303419099
Survey gives continuing signs of Midwest economic doldrums,"Is Google now causing public cloud pain for AWS, Microsoft and IBM?",0,0.0,0.21672312606838198,0.10836156303419099
"Despite challenges, potential risks, US economy on solid ground",Microsoft's Project Rome to bring cross-platform app communication,0,0.0,0.21672312606838198,0.10836156303419099
Vido : Il hurle  Palestine  ! Comment ragissent les Bruxellois ...,Green economy report looks to UAE future,0,0.0,0.21672312606838198,0.10836156303419099
Malaysia's Economy To Stabilise In 2nd Half,Quotes Of The Day: Microsoft Co-Founder Bill Gates On Adversity,0,0.0,0.21672312606838198,0.10836156303419099
"Despite White House screening, Obama hasn't seen new 'Star Wars'",Czech economy displays growing pains,1,0.21710463184047846,0.0,0.10855231592023923
"WATCH: Muslims caught tearing up Israeli flags, chanting 'Palestine ...",Video: Where Now For Spain Economy After Vote?,1,0.21710463184047846,0.0,0.10855231592023923
Palestine's 'Spiderman' boy famous for bizarre contortions on 'Arabs Got Talent',Microsoft dishing out $500 bonuses to some developers who port Buildbox games to Windows 10,1,0.21710463184047846,0.0,0.10855231592023923
Senior official: Palestine supports China,Islamic State Group Update: ISIS Leader Abu Bakr Al-Baghdadi Threatens Israel,0,0.0,0.21710463184047846,0.10855231592023923
"Obama and Trudeau joke about beer, hockey during White House ...",Cost only up 0.6% from 2014,1,0.21710463184047846,0.0,0.10855231592023923
"Indus pips Apple, Microsoft to take second spot in smartphone ...",Obama Unveils National Day of Prayer Proclamation: America Was ...,0,0.0,0.21710463184047846,0.10855231592023923
Slowdown in Chinese growth risks global collateral damage,Can Saraki really push for a modern economy for Nigeria?,0,0.0,0.2174301088251596,0.1087150544125798
"Euro-Area Economy Starts Quarter in a 'Low Gear,' Markit Says",The Latest: 6th body found after flooding in Texas,1,0.2175314342250779,0.0,0.10876571711253895
Obama’s move may deter some weapon sales over the Internet,"Buy-to-let boom threatens the economy, says Bank official",0,0.0,0.2175314342250779,0.10876571711253895
Zellers hopes to end playing career on a stronger note,Early Look: China's Economy Likely Slowed in First Quarter; Green ...,0,0.0,0.2176542604099225,0.10882713020496125
Unearthing Gaza’s Byzantine Era History,"Obama, Pope, queen condemn massacre at US gay nightclub",1,0.2176542604099225,0.0,0.10882713020496125
Techdirt Reading List: The Knockoff Economy: How Imitation Sparks ...,Column: Digital economy needs tax clarity,1,0.2176542604099225,0.0,0.10882713020496125
Five themes for a portfolio to bet on a bounceback in the economy,MortgageFlex Systems Achieves a Microsoft Gold Application ...,1,0.2176542604099225,0.0,0.10882713020496125
"US economy grew at 2 pct. annual rate in third quarter, slightly less than previous estimate",How Microsoft unlocked potentials of social entrepreneur achieve ...,0,0.0,0.2176542604099225,0.10882713020496125
"At 26, this Mass. native wrote one of Obama's most important ...",Microsoft aims to empower Omani businesses to improve productivity,1,0.2181370915819372,0.0,0.1090685457909686
Living in a dream world: Obama's Hollywood vision of the Mideast,"Buhari is Resolute to Diversify Economy, Says Adamu",1,0.2181370915819372,0.0,0.1090685457909686
German economy to expand despite global concerns,Microsoft axes chatbot that learned a little too much online,0,0.0,0.21833974238177378,0.10916987119088689
'Academic Olympics' to add millions into Calgary's economy,Obama comparisons trail young senators seeking GOP nod,1,0.21833974238177378,0.0,0.10916987119088689
Currency swap with China will boost economy  Bureau de change ...,Greek economy shrinks 0.6 pct q/q in fourth quarter,1,0.2183612431667001,0.0,0.10918062158335005
Why President Obama's Trade Deal Matters to US National Security,"Obama tours auto show, pledges help for Flint's water crisis",1,0.2183612431667001,0.0,0.10918062158335005
Obama to take in Detroit auto show as industry flourishes,PM pledges to push economic growth,0,0.0,0.21844106778169206,0.10922053389084603
.:Middle East Online:::.,Microsoft Remains Fickle About OneDrive Storage,0,0.0,0.21844106778169206,0.10922053389084603
Greece to Recognize Independent State of Palestine,"At Malia Obama's high school graduation, Barack Obama is 'just a ...",0,0.0,0.21844106778169206,0.10922053389084603
Snoop Dogg in foul-mouthed rant to Bill Gates,7 Awesome Apps Built By The Elves At Microsoft Garage,0,0.0,0.21844106778169206,0.10922053389084603
President Obama on Brexit: US and UK 'Special Relationship' Won't ...,S. Africa sees surprise sharp downturn,1,0.2184625685666184,0.0,0.1092312842833092
Malaysia's economy grows at slowest rate since 2009,Germany's economy minister to visit Putin in Moscow: newspaper,0,0.0,0.21856389396653664,0.10928194698326832
Race relations in SA largely dictated by state of economy - SARB,Don't panic. Britain's economy can survive just fine outside the ...,0,0.0,0.21856389396653664,0.10928194698326832
Draghi Says Economic Cost of Delaying Reforms Too High to Ignore,"Palestine: After a Week of Shelling, Fragile Calm with Israel Prevails",1,0.21856389396653664,0.0,0.10928194698326832
How monsoon rains lift India's spirit and economy,Microsoft Dynamics AX delivers the power of the cloud to businesses,1,0.21856389396653664,0.0,0.10928194698326832
Canada's economy no 'one-trick pony',"Android VR, Apple Watch and Microsoft band at Google I/O ...",1,0.21856389396653664,0.0,0.10928194698326832
Obama criticises Trump’s plan to halt remittances to Mexico,Microsoft Reorganizes Office Group to Focus on Common Tasks,0,0.0,0.21856389396653664,0.10928194698326832
"Microsoft Surface Pro 5 release date, specs rumors: Device arriving ...",IUG Graduates Celebrate American Literature in Gaza,0,0.0,0.21858539475146296,0.10929269737573148
Obama picks Garland over Srinivasan for US SC,Obama's Empty Promises Pushing Europe to Putin's Way of ...,0,0.0,0.21858539475146296,0.10929269737573148
Obama Finally Finds His Voice on ISIS,News analysis: Continued robust growth in Britain's economy may ...,1,0.21858539475146296,0.0,0.10929269737573148
"From the economy to an encounter: How to argue on Twitter, Indian ...",South Africa's Zuma says economy is &quot;weathering the storm&quot;,1,0.21858539475146296,0.0,0.10929269737573148
Aide to Palestinian negotiator arrested over 'spying for Israel',Paris climate summit: US embraces responsibility to fix climate ...,0,0.0,0.21858539475146296,0.10929269737573148
Pro-Palestinian Protesters Disrupt Jerusalem Mayor's Speech in ...,Vatican accord with Palestine has come into effect,1,0.21858539475146296,0.0,0.10929269737573148
9 Reasons Why Michelle Obama Should Be Our Next Vice President,Economy throws misfits together,1,0.21858539475146296,0.0,0.10929269737573148
"Lawsuits, Legislation Threaten the 'Sharing' Economy",Obama Says 20 Million Insured Rebuts Trump's Obamacare Repeal,1,0.21858539475146296,0.0,0.10929269737573148
Three Ways Obama’s New Overtime Rule Hurts the Economy and Workers,Obama: World must not give in to fear of terror,0,0.0,0.21858539475146296,0.10929269737573148
"Lupica: Barack Obama should lead, not whine, in fight against ISIS",Dominican economy establishes itself as region's strongest,1,0.21906822592347772,0.0,0.10953411296173886
Microsoft's Project Florence lets you talk to your plants and them ...,Fed official: NM economy slowly improving,1,0.219169551323396,0.0,0.109584775661698
Second-Generation Microsoft Band Discounted in the UK,"Following in Obama's Footsteps, Ambassador Shapiro Succumbs to ...",0,0.0,0.21929237750824057,0.10964618875412029
Microsoft Corporation Bumped to Overweight at Morgan Stanley,The Bucks Meet President Obama,0,0.0,0.21929237750824057,0.10964618875412029
Russia to Become More Active in Education of Palestinian Youth,"Microsoft Surface Phone udpates: Specs, features, release date ...",1,0.21929237750824057,0.0,0.10964618875412029
"Despite its $100B cash pile, Microsoft wants loan to buy LinkedIn",Obama's big &quot;No please&quot; to lawyer Kiprono who offered 50 cows to ...,1,0.21937220212323252,0.0,0.10968610106161626
"Brazil Stocks, ETFs Ignore Slump: Rally on Rousseff Issues",NSW government after consistent approach and treatment of sharing economy,0,0.0,0.21937220212323252,0.10968610106161626
India's economic growth likely lost steam at end 2015,"Economy League, World Trade Center unveil export plan to boost ...",0,0.0,0.21937220212323252,0.10968610106161626
The Valley: Demonstrating the circular economy at scale,"Huckabee Loses Again and Thanks, Obama!",1,0.21937220212323252,0.0,0.10968610106161626
Pricing Power Starting to Materialize as U.S. Economy Improves,"Sushma Swaraj to visit Palestine, Israel",1,0.2196178544929217,0.0,0.10980892724646085
Are Automakers Pushing Back Against US Fuel Economy Standards?,"Is negativity from Trump, Sanders hurting the economy?",1,0.2196178544929217,0.0,0.10980892724646085
Chinese economy Beijing taps fiscal policy to forge stable growth in ...,German economy to slow down in Q2 – Bundesbank,1,0.2196178544929217,0.0,0.10980892724646085
"Monday, 2 May 2016",Microsoft Azure receives security certification from Spain,0,0.0,0.2196178544929217,0.10980892724646085
Microsoft Band offers a unique experience for Lose It! Users,Microsoft Sues Corel for Copying Its Office Ribbon UI,1,0.2196178544929217,0.0,0.10980892724646085
Clinton: Economy an 'afterthought' in GOP debate,Microsoft Surface Pro 5 Rumors and Release Date: Releasing in ...,1,0.21999936026501818,0.0,0.10999968013250909
Euro's survival in grave danger from Europe's fault lines and ...,Obama administration officials warn lawmakers over Iran sanctions,0,0.0,0.21999936026501818,0.10999968013250909
Obama Fields Most Colorful Town Hall Yet in Vietnam,EconomyOptimism about German economy on the rise,1,0.2203248372496993,0.0,0.11016241862484966
The Jerusalem bookseller targeted by Israel,YouTube Star Talks Space With President Obama,0,0.0,0.2204261626496176,0.1102130813248088
Microsoft offers blockchain love with new partnership,Panthers help boost local economy,1,0.2204261626496176,0.0,0.1102130813248088
How Would Knowing the Truth Change US Policy on ISIS?,Intel and Microsoft face different challenges in shifts to cloud,1,0.2205489888344622,0.0,0.1102744944172311
"Fastweb, Microsoft support Milan startup venture",Mingis on Tech: All about Microsoft's Surface Book (and the ...,0,0.0,0.2205489888344622,0.1102744944172311
Japan’s Economy Grows More Than Initial Reading in First Quarter,UK's Duncan Smith brushes Obama Brexit comments aside,0,0.0,0.22133579620623178,0.11066789810311589
"Global economy weekahead: ECB easing, US jobs data in focus",Naroff: New reports show economy is on firm footing,1,0.22133579620623178,0.0,0.11066789810311589
China plans new loans to Africa despite slowing economy,Obama picks Vilsack to address heroin spike,1,0.22133579620623178,0.0,0.11066789810311589
Microsoft and the Software Defined Data Center,"Malaysia's economy grows 4.2 pct y/y in Q1, slowest in 6.5 years",1,0.22133579620623178,0.0,0.11066789810311589
Microsoft Surface Phone Release Date Nearing; What You Need To ...,Exclusive: Cameron Says Obama 'Clearly Delighted' by UK's New ...,0,0.0,0.22135729699115805,0.11067864849557903
"Lessons from Next Economy, and what comes next",Free trade bosts Turkish exports to Palestine three fold,1,0.2214586223910764,0.0,0.1107293111955382
Alert Fox News! President Obama Snubs Kwanzaa!,Obama Administration Sends Mixed Messages on Monitoring Social ...,0,0.0,0.22148012317600266,0.11074006158800133
High interest rate can lead to sluggish economy: FM Jaitley,"E3 2016: what to expect this year from Sony, Microsoft, Nintendo, EA ...",0,0.0,0.22148012317600266,0.11074006158800133
Witcher Boss on Microsoft's Cross-Play News: &quot;F**kin' Yeah&quot;,Bank of Spain's Linde Says Political Uncertainty May Hit Economy,1,0.22148012317600266,0.0,0.11074006158800133
National Bank Financial Sees More Upside to TSX; Positive About ...,68* Years Of Palestine Shows Us What The Media Doesn't: Review,0,0.0,0.22148012317600266,0.11074006158800133
Hot new theory: Obama can appoint Garland to the Supreme Court if ...,Markets Clouded By US Presidential Race And China Economy,1,0.22148012317600266,0.0,0.11074006158800133
Microsoft still rules when it comes to office productivity applications,Minister of Economy inaugurates sixth UAE Conference on SMEs and Innovation in Dubai,1,0.22148012317600266,0.0,0.11074006158800133
Obama administration tried to encourage Syrian coup -- report,New UN human rights adviser for Palestine rebuffs anti-Israel ...,1,0.22148012317600266,0.0,0.11074006158800133
Alex Jones' Latest Conspiracy Theory Is That Obama Will Release ...,Obama warns against Brexit 'hysteria',1,0.22148012317600266,0.0,0.11074006158800133
"Fix the economy, don't devalue Naira, Dafinone tells Buhari",China data showing economy growing well. Isn't that just peachy?,1,0.2219629543480174,0.0,0.1109814771740087
"Ohio Craftsmen website hacked, pro-Palestine propaganda displayed",How to Bridge Chicago's Divide: Mayor Obama?,0,0.0,0.22206427974793572,0.11103213987396786
Obama To Seek $755m For Cancer 'Moonshot',"Apple's iPhone, Mac systems top list of software with most vulnerabilities in 2015",0,0.0,0.222165605147854,0.111082802573927
"Clinton, Sanders reaffirm opposition to Obama immigration raids",Obama weighs in on controversy over all-white Oscar slate,1,0.22218710593278027,0.0,0.11109355296639013
"Obama, Erdogan speak by phone, vow cooperation against ...",Growth Stock Watch: Microsoft Corporation (NASDAQ:MSFT),1,0.22228843133269857,0.0,0.11114421566634929
Obama denounces gun violence after latest deadly shooting,BusinessDay contributing editor,0,0.0,0.22238975673261685,0.11119487836630843
EOH's earnings rise despite slowdown in local economy,Microsoft Health App gets activity tracking sorted out with new bug ...,0,0.0,0.22251258291746143,0.11125629145873071
Microsoft’s Fiscal 2Q16 Earnings Beat Expectations,"Samsung has a SmartThings security problem, according to UM and ...",0,0.0,0.22251258291746143,0.11125629145873071
NSW to become a trillion dollar economy,Watch: President Obama roasts Ted Cruz over 'basketball ring' gaffe,0,0.0,0.22289408868955787,0.11144704434477894
A lesson for Shaw's critics from President Obama,PM Trudeau says he is 'optimistic' about ability to diversify economy,1,0.22289408868955787,0.0,0.11144704434477894
Obama to Deliver Statement About Deadly Nightclub Shooting,Obama nomination would please Scalia,1,0.22299541408947618,0.0,0.11149770704473809
Microsoft offers free-to-use SQL Server Express on Azure cloud platform,"Landlords feel pinch of slumping economy, negotiate one lease at time",0,0.0,0.22321956567423903,0.11160978283711952
Who's Hiring: Microsoft posts 500 Puget Sound jobs in one week,Microsoft forces users to switch to Windows 10,1,0.2233208910741573,0.0,0.11166044553707866
Microsoft to crack down on content promoting extremist acts,COP21: The teen suing Obama over climate change,0,0.0,0.22344371725900192,0.11172185862950096
"China's economic growth slows to 6.7% in first quarter, lowest since ...",Obama: New England undersea mountain not a national monument,1,0.22344371725900192,0.0,0.11172185862950096
Blank spaces replace NYT article on flagging Thai economy,'SA financial woes has ripple effect on informal economy',0,0.0,0.22344371725900192,0.11172185862950096
Fallout from milk price cuts to hit local economy hard,Microsoft Cortana is predicting Week 13  Panthers stay perfect,1,0.22344371725900192,0.0,0.11172185862950096
Weak global economy is said to threaten government finances,"Obama's Heroin Pledge Has A Huge Obstacle, Senator Says",0,0.0,0.22392654843101664,0.11196327421550832
New Xbox console rumored for release,Opinion: Welcome to the global economy's New Abnormal,0,0.0,0.2241291992308532,0.1120645996154266
Android for the Windows Guy: Getting Started,France puts Israel-Palestine conflict back in focus,1,0.2242305246307715,0.0,0.11211526231538575
Microsoft's big Windows 10 push is part of broader strategy,"As China's Economy Slows, Ford Is Continuing to Find Growth",0,0.0,0.2242305246307715,0.11211526231538575
"A budget for elections 2017, not the economy",'Economy plagued by implementation challenge',1,0.2242305246307715,0.0,0.11211526231538575
Check out astronauts using the Microsoft HoloLens in space,"Globe Maker Excludes Israel, but Includes 'Palestine' on Map",1,0.2242520254156978,0.0,0.1121260127078489
"Microsoft, GoPro And 8 More Stocks To Watch Over The Weekend",CEE States Spur EU Economy but Roil Its Politics,0,0.0,0.22435335081561605,0.11217667540780803
Obama: United States Has 'Special Obligation' to Work with China,"Microsoft News: Donating $1 Billion in Cloud Services, Recalling Surface Pro Chargers",1,0.22437485160054238,0.0,0.11218742580027119
Two Human Rights Defenders From Occupied Palestine Find Icy ...,Greek economy shrinks 0.6 pct in fourth quarter versus previous quarter,1,0.22437485160054238,0.0,0.11218742580027119
Glenn Beck Is Still Pretty Sure Trump Voted For Obama,Lessons on the anniversary of the Nakba,1,0.22437485160054238,0.0,0.11218742580027119
Juvenile suspected in string of Palestine vehicle burglaries,Obama backs effort to give consumers options on cable boxes,1,0.22437485160054238,0.0,0.11218742580027119
"China Tells G-7 to Stop `Hyping' Sea Disputes, Focus on Economy","Political unrest will damage HK's weakening economy, says Tsang",1,0.2249590081724754,0.0,0.1124795040862377
Hiring slowdown in April may signal caution about US economy,Brexit Crisis Tops Off Rough Stretch In Obama's Push For Legacy,0,0.0,0.22508183435732,0.11254091717866
"Barack Obama's visit to UK, in pictures",Obama says he doesn't anticipate huge change from EU exit,1,0.22508183435732,0.0,0.11254091717866
Global funds tiptoe from share slump into China's 'new economy' firms,Harvard Student Groups Lose Law Firm’s Funding over Palestine Event,1,0.22516165897231197,0.0,0.11258082948615598
On-demand economy could dodge congressional crackdown,Obama says new US troops in Syria will be essential,1,0.22518315975723827,0.0,0.11259157987861913
5 myths about China's economy,Microsoft Band 2 goes on sale in the UK at £199.99,1,0.22518315975723827,0.0,0.11259157987861913
Microsoft opens its Office 365 datacenters in Canada,J.P. Morgan CEO: U.S. Economy Chugging Along,1,0.22528448515715657,0.0,0.11264224257857829
Conference: What the EU Circular Economy Package Could Mean ...,The Challenge of Saudi Arabia's Post-Oil Economy,0,0.0,0.22540731134200112,0.11270365567100056
Microsoft pulls out of $8 billion Slack deal,CARLISLE BOYS BASKETBALL: Bison beat Palestine-Wheatley,1,0.22540731134200112,0.0,0.11270365567100056
Obama Says U.S. to Help Argentina ‘Heal’ From 1970s Dirty War,Free Microsoft OneDrive storage will be slashed to just 5GB in July -- here's what you need to know,0,0.0,0.22540731134200112,0.11270365567100056
The Word from the Street: Analyst Recommendations for Microsoft ...,Obama Strikes Heisman Pose With Alabama's Derrick Henry,0,0.0,0.2257888171140976,0.1128944085570488
Obama Tells EU Leaders To 'Catch Their Breath',King's College London launches 'urgent investigation' after pro ...,0,0.0,0.22589014251401587,0.11294507125700794
Economy class syndrome responsible for 44th quake-related death ...,Obama blasts Trump: presidency 'not a reality show',0,0.0,0.22599146791393418,0.11299573395696709
